review_id,source,review_text,rating,review_date,app_version
play_e7d41b2a-2287-4fa3-a1c7-8bbf62c20dac,Play Store,"“I’ve had a really good experience using the Nykaa app. The app is easy to use, and there are so many beauty, skincare, haircare and makeup products to choose from. The product details and reviews are very helpful before making a purchase. My orders have been delivered safely and on time. I also love the offers and discounts available on the app. Overall, Nykaa is one of my favourite shopping apps and I would definitely recommend it than urges",5.0,2026-08-22 21:37:40.000000,4.0.4
play_b3580a7e-6f3e-4875-b859-4552bc9b662b,Play Store,"I placed an order on Nykaa, but even after 3–4 days past the expected delivery date, my product has still not been delivered. Whenever I contact the chat support, they do not provide any proper or useful update. Every day, the Nykaa app simply shows that the product will be delivered “today” or “tomorrow,” but there is no actual progress. The customer support service has been extremely disappointing. Even cancelling the order was unnecessarily difficult. Overall, I am very disappointed",1.0,2026-08-13 23:30:37.000000,4.0.4
play_bd8adee7-179f-431c-85b4-92a1b961d6d0,Play Store,"I had an extremely disappointing experience with this app. I ordered a lipstick, but when it arrived, I realized the shade was far too light for my skin tone. I didn't even open or use the product and immediately submitted a return request. To my surprise, my request was rejected without any reasonable explanation. What makes this even more frustrating is that the app prominently advertises ""easy returns"" during the purchase process. In reality, this claim is misleading.",1.0,2026-07-03 18:16:17.000000,4.0.1
play_6b88ca9c-7203-4c52-92d1-bf84919d2024,Play Store,"I had a very disappointing experience with Nykaa. This was my first time ordering beauty products from the app, and it has been extremely frustrating. My order has been delayed for 11 days, and there have been no updates on the order status in the app. I contacted the customer support team repeatedly for 3–4 days. They only kept raising complaints but did not provide any resolution or useful updates.I requested to cancel my order, but even the cancellation was not processed or updated. very bad.",1.0,2026-07-16 21:09:31.000000,4.0.3
play_52e699a3-0f9c-42e0-9756-65f5cddc5879,Play Store,"Nykaa is a really convenient and user-friendly app for beauty and skincare shopping. The product range is amazing, with options for every budget and skin type. Delivery is usually on time, and the packaging is neat and secure. I also like the frequent discounts and offers, which make shopping more affordable. Overall, a great app for beauty lovers—just hoping for even faster delivery and more budget-friendly deals in the future!",5.0,2026-07-18 18:45:08.000000,4.0.3
play_b4f37cc0-dc35-4de2-ae43-1af8db7e88a0,Play Store,"Great app.. The delivery timelines of nykaa have been very bad off-late. From the past several orders, I noted that the estimated delivery date is shown within 2-3 days of placing the order, but the order is not even dispatched until 4-5 days. the deliveries now take more than a week, I am not sure what has gone wrong but this is a repetitive pattern now. Earlier the deliveries were made within 2-3 days.",2.0,2026-07-01 10:30:26.000000,4.0.1
play_3518cbb5-36ef-4275-bd44-4ffe83eabe4a,Play Store,"I have never used a worse app than Nykaa. I keep receiving so many promotional messages from Nykaa, but when I actually need help tracking my order, the customer support is not helpful at all. It's been many days, and I still haven't received my order. The tracking hasn't updated since 11 July, and my package is still showing the same location. This delay is completely unacceptable. Please provide an immediate update on my order and ensure it is delivered asap possible. already i have mailed",1.0,2026-07-26 07:28:53.000000,4.0.3
play_d31ad1ca-6cee-493f-9c71-f29003489a84,Play Store,"Very disappointing experience. I received the wrong product and raised a complaint on the same day. The product seal was intact and unopened, yet my return request was denied. Nykaa advertises a free return policy, but that wasn't my experience. Customer support kept giving the same replies without resolving the issue. Based on my experience, I recommend buying from platforms with a more reliable return and exchange process.",1.0,2026-07-30 11:18:55.000000,4.0.3
play_648aefba-0bea-4a9c-a86d-7452090d8c37,Play Store,"I have never used a worse app than Nykaa. I keep receiving so many promotional messages from Nykaa, but when I actually need help tracking my order, the customer support is not helpful at all. It's been many days, and I still haven't received my order. The tracking hasn't updated since 11 July, and my package is still showing the same location. This delay is completely unacceptable. Please provide an immediate update on my order and ensure it is delivered as soon as possible. If there is any i",1.0,2026-07-17 14:47:00.000000,4.0.3
play_a22a5726-6dc3-4bf7-a85b-f63745b95356,Play Store,Worst experience ever. I purchased early access pass for sale. The cart amount was lower but when I placed order the discounts were gone. when talked to customer support they say the sale is not live. so what is the purpose of early access pass. When I cancel my order they do not restore my pass and says it is already applied. if I cancelled order then why pass is not restored. this is a kind of fraud with customers.,1.0,2026-07-16 13:33:42.000000,4.0.3
play_d29fb263-da3e-45e3-862a-0045ab6c4d39,Play Store,"Very disappointing experience with Nykaa. I purchased a product from Nykaa only to discover later that the exact same product was available on other platforms for around ₹120 less. As a customer, I expect fair and competitive pricing, but paying such a higher amount for the same item feels unreasonable. The discounts shown on the app are not always as beneficial as they appear, and better deals can easily be found elsewhere. This made me feel like I overpaid unnecessarily. Because of this pricin",1.0,2026-06-21 10:59:34.000000,3.9.8
play_e3cabaa8-fd5e-49bc-a862-b20816830bf8,Play Store,"​I gave Nykaa five stars before. But with the recent order, I am really disappointed. The order shows out for delivery but the agent doesn't even call and cancels my order and says that they will try to deliver it in the next 24 to 48 hours. This same thing has been happening for the last three days! The delivery agent doesn't call and if it calls they don't respond from the other side! The worst customer service. When I called and talked about the issue, they cut the call! Really disappointed",1.0,2026-07-03 11:31:13.000000,3.9.9
play_76547226-a35a-4f47-8485-c8d080315d0c,Play Store,"I used this app for the first time from which ordered 3 products, and none of them were delivered and later got cancelled. then I ordered the same products again and again they couldn't deliver and kept delaying again and again. though this app has variety of products but delivery services are the worst for this app. I have never experienced such inconvenience ever from such a hyped platform.",1.0,2026-06-09 13:06:16.000000,3.9.9
play_1358e00d-9add-4f25-9446-94ab0ba89aa5,Play Store,"Very bad app, very much disappointed, everyday the order is out of delivery, and everyday it is shown that I am unreachable, even the cancellation policy is not available, very bad experience, without informing me or without any call of the delivery agent the product is shown as returning to the warehouse.Bad delivery service to the customers .",1.0,2026-08-30 20:42:47.000000,4.0.5
play_7f0613a8-ceba-44e8-9a1b-a0f48a050d91,Play Store,"I had a very bad and disappointing experience with the last order. The order never reached me and they are taking forever to refund. While raising concern the app is not showing proper quantity. I needed the product but now I neither have a product nor refund. So slow customer service, pathetic experience.",1.0,2026-08-30 13:38:38.000000,4.0.5
play_d1aa1dea-e943-4775-adee-e780fc4f24eb,Play Store,"worst experience ever. Products are not delivered as yet, the delivery has been delayed by 5-6 days. When i go to see my orders to track them app glitches and reverts back to home page. I can't even track my orders now. Customer services is also worst.",1.0,2026-08-30 11:24:00.000000,4.0.5
play_ff18d385-77aa-421f-8c44-0ca40396cbbe,Play Store,very disappointed with the service ... I ordered sugar makeup on 22 nd august but they haven't shipped it yet even after a week ...the second product was hyphen combo gift set which they sent as individual products instead of whole gift case ... and now they don't want to return n refund the amount.,1.0,2026-08-30 21:40:15.000000,4.0.5
play_56591661-7a26-43f9-ba38-e01f156623e9,Play Store,"The delivery service for this app in my area is absolutely terrible. Every day, I get the number of a delivery partner; when I call, they don't pick up, nor do they call me for the delivery. The delivery has failed three times already. I tried contacting Nykaa support, but they simply said it would be delivered tomorrow—yet no one has contacted me so far. It is a completely rubbish app and service. and my order is prepaid...still not trying to attempt it.. Absolutely rubbish..eeh",1.0,2026-08-24 11:29:01.000000,4.0.4
play_46c0958b-352d-481e-b128-c4d609bdab44,Play Store,"The service provided is extremely poor. Whenever an order gets delayed, they are completely unable to resolve the issue. If I contact customer care, I always get the exact same repetitive response. My orders are never delivered on time, and at times, it is even impossible to reach customer care.",1.0,2026-08-23 15:05:23.000000,4.0.4
play_5ab7abd4-7000-4d48-97cb-44e0410ffdd5,Play Store,"Dear nyka team, there is a glitch in your app. even if I choose my current location, I just can't edit my pincode, it picks up a value from current location but doesn't allow to edit thereby new address is not saved at all. I thought updating to latest version will fix this. This is really annoying.",2.0,2026-08-08 21:22:31.000000,4.0.4
play_1d5084eb-b0c5-4721-ba30-789e9410bef2,Play Store,"Worst experience ever! I ordered on nykaa now and item gets canceled.Its been 6 days since it got canceled and I still have not received refund. I ordered again, same issue. I call customer care, they say sorry we are working on and they actually do nothing about it. they confirmed everytime don't worry it will be delivered, but no it just canceled at the end. I told them I have the wedding to attend this is important but still not resolved. I order again based on their promise still same probl",1.0,2026-08-16 13:31:32.000000,4.0.4
play_6c6925b8-d1cb-4587-bb14-98afed9f912c,Play Store,"for an app this huge, they are very irresponsible, slow, and not helpful in assistance. They work really slow. i recently placed an order that was supposed to be delivered in 4-5 days and it's been more than 10 days and i still haven't received it and on top of that the delivery agent's contact is not provided nor the delivery agent contacted me once and they keep rescheduling my order with the reason ""consignee not available"" but not even once did the agent contacted me at all.",1.0,2026-08-18 15:05:33.000000,4.0.4
play_6b6cb26c-fb71-45e5-89c8-d0ff6f38ab9a,Play Store,very disappointed with this app not giving parcel on time and having an excuse a because I use coupon code and they have cancel my order. This app is not good. They did not help the customers . They didn't find the solution about the order . They directly cancelled it without giving me the solution they have their own fault .I order from nykaa for 2nd time but I was worst then the 1st order,1.0,2026-08-18 21:08:02.000000,4.0.4
play_804513b9-3542-43af-a8a9-f40e44c3dca0,Play Store,The platform has been degraded to another level. I ordered a product and received detergent bar inside and nykaa is denying any missouts and has denied any replacement or refund. I have been ordering from the platform since 8 years and this has happened yet they are not ready to acknowledge or investigate further.,1.0,2026-08-16 13:57:01.000000,4.0.4
play_7e837cfc-3505-47af-9411-f87cf5f03fb8,Play Store,"One of the worst apps I have ever used. Earlier, I ordered via Cash on Delivery and that reached successfully. But when I paid online via UPI for the first time, Nykaa showed their true face. The order was never delivered to me, and my refund has not been credited back to my account yet. Very unprofessional. This is the worst app in India. People, don't trust this app!",1.0,2026-08-15 23:05:08.000000,4.0.4
play_74f89ba1-911d-4f1c-bcd7-f805b035a423,Play Store,"Worst experience I ever had with nykaa.😡 Experienced my life's biggest scam of ₹5000 approx.😡 I have recently ordered 16 products with 2 gifts on 15th of August....but I have physically received only 2 products with 2 gifts....and rest of the products are not delivered, however the status of all 18 products is showing as *delivered*.  I have even sent videos, photos to them. I have complained, mailed, called them, everything I could do, I have done but they have not refunded a single penny.",1.0,2026-08-24 21:16:54.000000,4.0.4
play_55249025-c11c-4363-bff8-372aaf566be4,Play Store,"Very Bad Experience with Nykaa Extremely disappointing experience with Nykaa. 4 products were missing from my order, and despite repeated complaints and follow-ups, the issue was not resolved. I was assured of a replacement, but Nykaa cancelled my request without my consent or any valid reason. I paid for the products but received only 2 items. Poor customer service, no accountability, and a complete waste of time. I strongly regret shopping with Nykaa and would not recommend it.",1.0,2026-08-18 13:27:03.000000,4.0.4
play_a4420bf4-9a34-4780-9f7c-1ce0f81a5c57,Play Store,"Very bad delivery service in Aligarh. Delivery boys ask for extra delivery charge, if I refuse to pay extra they misbehave and cut the call. Some refuse to come, some cancel the order by trick and show customer refused. Happened 3 times. When I say I need it today, they disconnect call. Please take action.",1.0,2026-08-27 12:35:02.000000,4.0.5
play_1dc5f165-f530-40df-914c-8daddbce5ace,Play Store,"15 days and still no delivery! Very disappointing! It’s been 15 days since I placed my order, and the delivery date keeps getting postponed. Customer care ignored my cancellation requests multiple times, and even after confirming cancellation, the order is still active after 3 days. Really frustrating experience with Nykaa. #nykaa",1.0,2026-08-19 11:57:50.000000,4.0.4
play_da9e6b6c-276d-4f90-8b8b-9db82a9f4230,Play Store,giving one star is more. there should be worst option. very very bad experience. one of the worst app I had ever used. they show different date while placing order and even after few days passed of the date they didn't deliver. no response from customer care also.,1.0,2026-08-19 11:43:09.000000,4.0.4
play_43869098-89e1-40c7-86e5-39d58c46f9a9,Play Store,"Worst delivery experience. My prepaid order was promised for 15th and 16th August, but Nykaa keeps extending the delivery date every day and it is now showing 20th August. I ordered these products for a function and the delay has made them almost useless for the purpose they were purchased. This is the second time I have faced the same issue. Very disappointed with the service and lack of accountability.",1.0,2026-08-18 22:10:56.000000,4.0.4
play_3d7750a8-29d0-4424-8865-8bde2cb9a4dd,Play Store,"Dabbaaa platform ,I ordered my first order from your platform and the product was damaged already which is common I agree,but later the process is duh🤦🏻‍♀️ , I requested for return they cancelled twice and finally agreed after calling customer care support twice , this didn't stop here they cancelled my request saying I've cancelled from my side that's ridiculous I had not gotten any calls from ur agents , now after everything they're delaying return pickup bruhh never gonna order again",1.0,2026-08-19 11:47:12.000000,4.0.4
play_16d721ae-6ee0-4705-9fd2-be1de811900e,Play Store,"Nykaa’s post-shipment interface is notoriously rigid, locking you out of basic edits, cancellations, or driver contacts the moment a package leaves the warehouse. While Nykaa rapidly expands its brand portfolio, its post-purchase delivery interface remains frustratingly anti-consumer. The moment an order moves to ""Shipped,"" buyers are completely locked out of their own deliveries,No self-service option to extend,pause,or change the delivery date based on availability.Nykaa can never be flipkart.",1.0,2026-08-22 01:36:16.000000,4.0.4
play_0a41003a-5be8-4192-b907-87f7fb6da2b9,Play Store,"nyka you owe me 447 rupees. bad customer service and return policy and refund system. I have emailed multiple times and yet no proper action has taken place. I payed in bulk for 6 items but only got 5 and the one that was supposed to come, the delivery guy told us we had to pay for it separately, it's not their fault they actually tried to help us then the other time my last purchase, dr sheth's moisturizer came damaged and return was so hard. and when asked for refund they aren't responding.",1.0,2026-08-24 23:43:26.000000,4.0.4
play_506e9997-ff39-4b35-add7-e8251b937d14,Play Store,"Variety of premium brands with good quality products, but equally downgraded customer support regarding product returns. Their delivery partners and they themselves are least bothered about the problems that the customer is facing before and after buying the product(for return and exchange). At times, the orders are canceled for no valid reason by illiterate, incompetent and unprofessional delivery agents. customers keep struggling with refunding/ returns/ exchanges/ reordering.",2.0,2026-08-29 21:01:43.000000,4.0.5
play_573a61b4-74c6-48ef-a1ee-481e25587cfd,Play Store,I ordered on 9th August but the delivery agent failed to deliver and later on when I cancelled the order..till now am not getting the refund. Everytime I call the customer support they promise about 24-48 hours TAT to initiate the refund. Worst experience. I am uninstalling this app after I somehow gets the refund. I have better options then speaking with customer support who don't know how to speak English.,1.0,2026-08-20 19:26:02.000000,4.0.4
play_720252c8-7078-472c-ab27-b2c18de4eba5,Play Store,"nowadays nykaa service has become pathetic...i ordered from there twice and i am yet to receive a full order. on my first order even after 10-15 days my order was not delivered,upon asking they said the products can't be delivered as it has damage. they didn't bother to inform me,and kept on updating that those products will deliver soon.after placing the 2nd order, one of the item was damaged and asked for replacement,they took the damaged product but never replaced and now not refunding..",1.0,2026-08-16 20:37:27.000000,4.0.4
play_8f293087-cbfa-4165-b39e-4e63bc413b4a,Play Store,"Didn't like the delivery half shipments it creates unnecessary Chaos, reattempts, availability issues again and again rescheduled of delivery or delivery partner ask to cancel the order or reschedule it by themselves and mention that customer was not available it's really irritating because of which customer doesn't receive their products on time when needed i first order on 11th of August today is 21st just got half of the products half products are still not diliver nykaa please work on this",3.0,2026-08-21 09:51:57.000000,4.0.4
play_d12f9fbf-4c49-4f4a-bd9c-09486b1b59cc,Play Store,"tbh I won't even give one star. I'm raising the issue as I didn't get my product. No response from Customer support and when I give ratings in the play store, they respond to you to raise issues to their gmail, trust me that also doesn't work. I haven't got my product yet. once your product is gone it's gone. instead I ordered Amazon which gave the product the next Day itself. irresponsible and worst thing I have ever seen.",1.0,2026-08-08 15:45:08.000000,4.0.4
play_21b440cc-860f-4de0-a5b7-f4ff47c2e65b,Play Store,"Order placed on 19 July, and even after 23+ days I neither received my parcel nor refund. Customer care promised emergency delivery within 48 hours, but failed to deliver. Later I was asked to wait another 5–7 days, so I cancelled. Emails get no proper response and calls aren't answered. Extremely frustrating experience. If you're placing a prepaid order on Nykaa, think twice before paying! I definitely won't be comfortable placing another prepaid order here.",1.0,2026-08-11 22:16:52.000000,4.0.4
play_bcd100d1-da94-4942-a9a3-883954caad4b,Play Store,"Horrible customer service. I ordered a concealer from Nykaa Minutes and it arrived broken. I requested a replacement, which was supposed to take 4 to 5 days. The product was picked up, but it has now been over 15 days with no replacement. Customer care kept me on hold for 20 minutes. When someone finally answered, I was told the product was returned and I would be refunded. It has now been 7 days with no refund. Absolutely ridiculous.",1.0,2026-08-22 12:06:01.000000,4.0.4
play_3b2c6755-308c-423e-a323-fbe347eec029,Play Store,"I ordered 5 items on Sunday. The app showed delivery by Thursday. On Wednesday, one item was said to arrive in hours, but it was cancelled. I rescheduled it. On Thursday, the same item was said to arrive again, then cancelled again. I cancelled that order. Minutes later, the other 4 items were pushed to Sunday. I ordered these for Rakshabandhan on Friday. The false promises and poor communication ruined my day.pathetic.",1.0,2026-08-28 22:55:48.000000,4.0.5
play_d9b32606-3b47-4f86-85aa-548703d1b16a,Play Store,"Very disappointing experience with Nykaa. I placed my order on 6th August, and it was supposed to be delivered by 8th August. But I still haven’t received my order, and there is no proper update in the app about the delivery status. This is really frustrating. Please improve your delivery service and provide timely updates to customers. worst app",1.0,2026-08-12 13:09:50.000000,4.0.4
play_cd85da6a-ec81-481d-a40f-4192a6c688fb,Play Store,"My first order with Nykaa has been a very disappointing experience. I placed my order on the 19th and received the package on the 25th, only to find that one of the products was missing from the box. I immediately raised a complaint and uploaded all the required details and proof, but I have still not received any proper assistance or resolution from a Nyka ’s customer support. For such a well-known beauty platform, this level of customer service is extremely disappointing. This experience has",1.0,2026-08-16 09:29:37.000000,4.0.4
play_cb1726df-138d-4763-8252-764e2ed55b94,Play Store,"I am extremely disappointed with the way my order has been handled. I placed this order specifically as a gift, and the promised delivery date was 9 August. However, you have now changed the delivery date to 17 August and then to 27 August. This is completely irresponsible and highly unprofessional. If you cannot deliver an order within the committed timeline, you should not mention a specific delivery date at the time of placing the order.I needed this order for a specific occasion.",2.0,2026-08-15 15:14:40.000000,4.0.4
play_954f9064-1d32-4485-9cd2-10b94716e8ca,Play Store,"the customer service is very poor, I had complained for three days that the delivery agent had not attempted the delivery but updating we are not available when we are complaining we are available but no call was made. after three days of repeated calls to the customer service they are saying we can't do anything except taking feedback. This is worst kind of experience. I had marriage in two days now they are saying we would help you get refund as a favour which I am entitled to get.",1.0,2026-08-16 15:06:07.000000,4.0.4
play_a2bb26d8-2ad0-4760-a402-b521b882db3d,Play Store,"Apart from the products, the confirmation, shipment and delivery is worst! I don't understand what's wrong with the invoice, the prices differs and goes high. I'm dissatisfied with my first order, the order was delayed and again returned back to warehouse?? I had to book my order again, and found out other two items were missing? they were never delivered, Total waste of time and my money!",1.0,2026-07-02 12:43:49.000000,4.0.2
play_d535db3a-1fe1-4886-a5d8-e95024002e2d,Play Store,Seriously like it was horrible experience like I have called you a thousand times and complain about delaying of my order and still whenever I call in the customer service they say that you are going to have your order in 24 to 48 yrs and I never receive the order like every freaking time this happens. This is the worst app I have ever used and I am never gonna use this stupid app again in my entire life. Like I was waiting for my order for approximately two weeks and you cancelled it.,1.0,2026-08-20 19:18:49.000000,4.0.4
play_9a5f0819-7050-4bf2-84cb-2e4b1822f446,Play Store,Very bad experience on return since 25 days no one picked up the return. first it was approved one month after returning multiple times now approved on first August no one came for pickup. every customer care executive said 24 to 48 hours to take for pickup but it was not picked up.,1.0,2026-08-24 23:35:07.000000,4.0.4
play_e972b35d-a199-4043-b71b-4c891264fcf4,Play Store,"The delivery is showing as scheduled for August 29th 2026, and it is already 4 PM. I haven't received any assistance whatsoever, and I still haven't received my order.If they cannot deliver on time, they shouldn't even display it there.🙏 thankyou so much for ruin my special day, There's no customer service here. All responses are computerized, and you don't get any help.",1.0,2026-08-29 18:16:26.000000,4.0.5
play_37ed80f5-4a3b-4ce3-b3a1-d00a0f427797,Play Store,Very disappointing experience with the app. Please never order prepaid orders from this app because neither the order arrives nor the refund. I placed my order on 6th Aug and today is 22nd August and till today I haven't revived the order nor my refund. I am never going to place an order again on nykaa and I suggest everyone to purchase from their offline store but not from their online. It is completely a fraud app.,1.0,2026-08-22 17:00:46.000000,4.0.4
play_98982161-5e63-4c4d-b356-13cacf25020c,Play Store,"Extremely disappointed. Ordered a Wildcraft backpack expecting delivery by 9 August - pushed to 10 August, now further delayed to 13 August. Zero clear communication on the cause. Order stuck at ""being packed"" for 5+ days with no movement. Contacted support multiple times via chat - it just repeated the same automated response every time, no real help. Phone calls went unanswered too. Wasted so much of my time following up for nothing. Extremely poor customer support experience. Very disappointe",1.0,2026-08-09 11:24:02.000000,4.0.4
play_0b7344f8-866a-47dc-a55a-2d4cf4fc5771,Play Store,"I had the worst experience with the Nykaa Beauty app. I have been trying to place an order multiple times, but the order is not getting placed. I've been परेशान (troubled) for the last two days because of this. I even contacted customer support, but they couldn't resolve the issue either. Whenever I try to place the order, it shows: 'Something went wrong, please try again.",1.0,2026-06-18 13:37:35.000000,4.0.1
play_e42ad55e-f915-428b-a5dc-7b8d64ed0bab,Play Store,Return and refund policy not customer friendly. I am a regular and loyal customer I always choose nykaa. Another shopping platform offers less price of the product but I always do shopping only from nykaa but the return and refund process is not good. Not recommended.,1.0,2026-08-14 18:59:11.000000,4.0.4
play_c5b79d09-b91d-4c61-a7e6-d3ec008a44df,Play Store,"Too bad service..! I've ordered two products then after I've to return one product. So, the return request is rejected without any reason they said it doesn't have returned policy. In product clearly written easy returns for 15 days you can return or replace.",1.0,2026-08-11 19:28:12.000000,4.0.4
play_c6c5afc8-de76-4c64-b286-f11e141bbf6a,Play Store,"app is full of production bugs, items in cart gets automatically added in 2hr delivery and user cannot choose between normal vs 2 hr delivery. And, nykaa is never able to fulfill the 2hr delivery and they cancel the order, customer care is of no help.",1.0,2026-08-19 13:44:28.000000,4.0.4
play_f9d799aa-225f-4e6a-b4fe-f619bf8cec8e,Play Store,"worst app ever, receives damaged products, delivery get cancelled, products are not worth buying, I have a worst experience since 2 yrs buying from nykaa.. I really hate this app. I won't give a single star to this app but to convey my reviews I have to select a star... currently I had around 3k of loss and no one is ready to help us from customer care. I'll honestly recommend everyone not to buy anything from this worst app",1.0,2026-08-14 11:27:47.000000,4.0.4
play_2396c056-e355-46c2-a82f-261fabd11506,Play Store,"Very disappointing experience with Nikka. I ordered a combo containing 4 products plus 1 individual product, so I was supposed to receive 5 products in total. However, I received only 2 products. I contacted Nikka customer care multiple times. Every time, they told me that my refund/replacement request had been processed and that I would receive an update within 48 hours. But whenever I check the status on the app, it simply shows “Request Rejected.” I have already made 4 complaints and called",1.0,2026-08-17 19:13:31.000000,4.0.4
play_aeb63889-14bb-4669-8e0e-4fe2588cfa81,Play Store,"It's been 1 week since I placed my order, but I still haven't received it. The delivery keeps getting delayed, and I'm not even able to cancel the order. Customer support has been unhelpful, and there is no proper resolution. Very disappointed with Nykaa's service. I expected much better. I won't recommend this app based on my experience.",1.0,2026-07-29 14:54:23.000000,4.0.3
play_56aa0950-0b5c-43e8-abc9-19c7397063c0,Play Store,"today I am facing the worst experience from this app,no resolution of my problem.I had ordered products which is showing will be delivered within 1 day but it's about 3 days completed I had not received my order yet.compained so many times but no resolution,I am not able to cancel that order also,there is no update on the app..facing the worst experience.",1.0,2026-08-27 16:01:03.000000,4.0.5
play_43fea212-f385-40ac-8963-6eac818ab0a5,Play Store,"I'm so disappointed from my last few orders they don't deliver it on time & it was stucked with them for so long & then cancelled and my recent order is also stucked & even one of my order for return needs to be picked up but they didn't even picked it up, so disappointing service nowadays, I'm so fed up with their services and even after telling them not to give my orders and pick up to shadowfax they give it to that pathetic delivery partner of them, who don't even try to deliver it & pick it",1.0,2026-08-23 15:21:01.000000,4.0.4
play_5ed3016e-8add-4b68-a2e5-a90aa306c8d9,Play Store,this worst app i ever seen there is no response or anything I regret ordering here my order was not delivered and money paid also was not refunded this not a best platform for buying cosmetic my order was delayed more than 10 days there is no response from any of the team members also they think money is a game card I am very frustrated contacting customer through mobile WhatsApp and even in mail there is no response kindly rectify and correct the mistake my money was theft and 7k was a loss,1.0,2026-08-13 18:28:03.000000,4.0.4
play_7026cf4b-f909-4b18-98b6-eff195fc6b71,Play Store,"The worst app I ever see, don't buy anything from this I ordered some products and I prepayed the cash.iam order in the date July 31 and today is Aug 15 .They don't deliver my order they changing the delivery date .The most better app for shopping is amazon, flipkart etc .They don't cheat",1.0,2026-08-15 21:15:54.000000,4.0.4
